Rapport_Date,Asset,Open_Price,Close_Price,Daily_High,Daily_Low,Annual_Vol,Max_Drawdown,Daily_Return
2025-12-20 17:45,ENGI.PA,22.07,22.28,22.37,22.06,17.59%,-13.31%,1.27%
