Rapport_Date,Asset,Open_Price,Close_Price,Daily_High,Daily_Low,Annual_Vol,Max_Drawdown,Daily_Return
2025-12-23 19:48,ENGI.PA,22.18,22.24,22.24,22.04,17.62%,-13.31%,0.68%
